X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,635004.843254614,783013.222379869,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,7471000,NA,Liège,NA,4750
2,15,16,0.000359999999999999,635004.843254614,783013.222379869,635497.068406425,782007.514224349,0.000359999999999999,0,2020.22366271585,2020.22402271585,7471000,NA,NA,NA,NA
3,16,17,0.05209,635497.068406425,782007.514224349,643792.868538265,776050.620170245,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,7471000,NA,Liège,NA,4700
5,17,2,0.0326304535500016,643792.868538265,776050.620170245,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,7471000,Liège,Liège,4700,4700
6,17,3,0.0162374535500016,643792.868538265,776050.620170245,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,7471000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,637189.264995318,781876.339501832,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,7471000,NA,Liège,NA,4700
8,18,19,0.02251,637189.264995318,781876.339501832,655839.197990809,765333.142281462,0.03071,0.0082,2020.23186271585,2020.25437271585,7471000,NA,Liège,NA,4721
10,19,21,0.00273,655839.197990809,765333.142281462,659230.168800576,768168.993115558,0.03344,0.03071,2020.25437271585,2020.25710271585,7471000,Liège,NA,4721,NA
12,20,6,0.0000184535500016361,656932.39377381,765287.658963625,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,7471000,Liège,Liège,4720,4720
13,21,22,0.00244,659230.168800576,768168.993115558,656932.39377381,765287.658963625,0.03588,0.03344,2020.25710271585,2020.25954271585,7471000,NA,Liège,NA,4720
16,22,23,0.03279,656932.39377381,765287.658963625,659258.805530909,769129.081117855,0.06867,0.03588,2020.25954271585,2020.29233271585,7471000,Liège,NA,4720,NA
17,23,9,0.0000174535500016421,659258.805530909,769129.081117855,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,7471000,NA,Liège,NA,4700
18,23,24,0.01164,659258.805530909,769129.081117855,656523.477344501,766104.105286945,0.08031,0.06867,2020.29233271585,2020.30397271585,7471000,NA,Liège,NA,4728
19,24,25,0.00231000000000001,656523.477344501,766104.105286945,658540.983556561,765921.802932226,0.08262,0.08031,2020.30397271585,2020.30628271585,7471000,Liège,Liège,4728,4720
20,24,10,0.00477045355000164,656523.477344501,766104.105286945,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,7471000,Liège,Liège,4728,4837
21,25,26,0.00244,658540.983556561,765921.802932226,656932.39377381,765287.658963625,0.08506,0.08262,2020.30628271585,2020.30872271585,7471000,Liège,Liège,4720,4720
26,27,14,0.0000204535500016451,656932.39377381,765287.658963625,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7471000,Liège,Liège,4720,4720
27,36,28,0.0000219999999999942,638908.32048098,770495.651221416,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,7471000,Liège,Liège,4837,4837
28,36,37,0.00849,638908.32048098,770495.651221416,638817.630179567,770917.897332457,0.00849,0,2020.16391242623,2020.17240242623,7471000,Liège,Liège,4837,4837
29,37,38,0.00244,638817.630179567,770917.897332457,644457.08399032,760172.239391865,0.01093,0.00849,2020.17240242623,2020.17484242623,7471000,Liège,Liège,4837,4830
32,38,30,0.0000208961700301491,644457.08399032,760172.239391865,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,7471000,Liège,Liège,4830,4830
34,39,40,0.01122,650709.637262568,744084.842209183,649618.489302064,747644.282290875,0.03308,0.02186,2020.18577242623,2020.19699242623,7471000,Liège,Liège,4671,4633
35,40,41,0.00244,649618.489302064,747644.282290875,644457.08399032,760172.239391865,0.03552,0.03308,2020.19699242623,2020.19943242623,7471000,Liège,Liège,4633,4830
37,41,33,0.0000208961700301491,644457.08399032,760172.239391865,661283.761418774,754693.907387243,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,7471000,Liège,Limburg,4830,3793
