X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
1,15,1,0.000381000000000006,633716.812795486,783520.086270307,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,6886000,Liège,Liège,4750,4750
2,15,16,0.000359999999999999,633716.812795486,783520.086270307,633924.684765212,783284.942681608,0.000359999999999999,0,2020.22366271585,2020.22402271585,6886000,Liège,Liège,4750,4750
3,16,17,0.05209,633924.684765212,783284.942681608,645215.735641491,774989.381991824,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,6886000,Liège,Liège,4750,4700
4,16,18,0.00784,633924.684765212,783284.942681608,632812.968317599,784237.84589777,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,6886000,Liège,Liège,4750,4750
5,17,2,0.0326304535500016,645215.735641491,774989.381991824,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,6886000,Liège,Liège,4700,4700
6,17,3,0.0162374535500016,645215.735641491,774989.381991824,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,6886000,Liège,Liège,4700,4700
7,18,4,0.0768804535500016,632812.968317599,784237.84589777,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,6886000,Liège,Liège,4750,4700
9,19,20,0.00244,659029.521574341,766601.496300261,659986.031253223,765817.481851794,0.03315,0.03071,2020.25437271585,2020.25681271585,6886000,Liège,Liège,4721,4851
10,19,21,0.00273,659029.521574341,766601.496300261,658746.908584679,768072.195683157,0.03344,0.03071,2020.25437271585,2020.25710271585,6886000,Liège,NA,4721,NA
12,20,6,0.0000184535500016361,659986.031253223,765817.481851794,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,6886000,Liège,Liège,4851,4720
13,21,22,0.00244,658746.908584679,768072.195683157,659986.031253223,765817.481851794,0.03588,0.03344,2020.25710271585,2020.25954271585,6886000,NA,Liège,NA,4851
14,21,7,0.00246045355000164,658746.908584679,768072.195683157,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,6886000,NA,NA,NA,4721
15,22,8,0.0000204535500016381,659986.031253223,765817.481851794,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,6886000,Liège,Liège,4851,4760
16,22,23,0.03279,659986.031253223,765817.481851794,644459.284874088,778652.158454935,0.06867,0.03588,2020.25954271585,2020.29233271585,6886000,Liège,Liège,4851,4700
18,23,24,0.01164,644459.284874088,778652.158454935,657249.195310139,765477.533378351,0.08031,0.06867,2020.29233271585,2020.30397271585,6886000,Liège,Liège,4700,4720
21,25,26,0.00244,657607.616461436,765491.011029787,659986.031253223,765817.481851794,0.08506,0.08262,2020.30628271585,2020.30872271585,6886000,Liège,Liège,4720,4851
