X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
2,15,16,0.000359999999999999,631473.53048687,784159.442237711,633518.169818136,784222.624767527,0.000359999999999999,0,2020.22366271585,2020.22402271585,6031000,Liège,Liège,4750,4750
3,16,17,0.05209,633518.169818136,784222.624767527,634774.848329481,779887.277681794,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,6031000,Liège,Liège,4750,4750
4,16,18,0.00784,633518.169818136,784222.624767527,637827.065532329,782830.411700028,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,6031000,Liège,NA,4750,NA
5,17,2,0.0326304535500016,634774.848329481,779887.277681794,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,6031000,Liège,Liège,4750,4700
6,17,3,0.0162374535500016,634774.848329481,779887.277681794,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,6031000,Liège,Liège,4750,4700
7,18,4,0.0768804535500016,637827.065532329,782830.411700028,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,6031000,NA,Liège,NA,4700
8,18,19,0.02251,637827.065532329,782830.411700028,659369.469210524,768015.112698088,0.03071,0.0082,2020.23186271585,2020.25437271585,6031000,NA,NA,NA,NA
9,19,20,0.00244,659369.469210524,768015.112698088,659689.734376273,766072.198741541,0.03315,0.03071,2020.25437271585,2020.25681271585,6031000,NA,Liège,NA,4720
10,19,21,0.00273,659369.469210524,768015.112698088,657773.372943085,767371.851957751,0.03344,0.03071,2020.25437271585,2020.25710271585,6031000,NA,Liège,NA,4728
11,20,5,0.0000184535500016361,659689.734376273,766072.198741541,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,6031000,Liège,Liège,4720,4720
13,21,22,0.00244,657773.372943085,767371.851957751,659689.734376273,766072.198741541,0.03588,0.03344,2020.25710271585,2020.25954271585,6031000,Liège,Liège,4728,4720
14,21,7,0.00246045355000164,657773.372943085,767371.851957751,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,6031000,Liège,NA,4728,4721
15,22,8,0.0000204535500016381,659689.734376273,766072.198741541,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,6031000,Liège,Liège,4720,4760
17,23,9,0.0000174535500016421,644504.792030174,778287.061426459,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,6031000,Liège,Liège,4700,4700
18,23,24,0.01164,644504.792030174,778287.061426459,653836.434143065,767445.316965464,0.08031,0.06867,2020.29233271585,2020.30397271585,6031000,Liège,Liège,4700,4711
19,24,25,0.00231000000000001,653836.434143065,767445.316965464,656157.624432686,766219.379009737,0.08262,0.08031,2020.30397271585,2020.30628271585,6031000,Liège,Liège,4711,4728
21,25,26,0.00244,656157.624432686,766219.379009737,659689.734376273,766072.198741541,0.08506,0.08262,2020.30628271585,2020.30872271585,6031000,Liège,Liège,4728,4720
