node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,634615.65394858,783135.978212666,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,3457000,NA,Liège,NA,4750,NA,Liège,NA,4750
15,16,0.000359999999999999,634615.65394858,783135.978212666,635463.960446824,782744.429571106,0.000359999999999999,0,2020.22366271585,2020.22402271585,3457000,NA,NA,NA,NA,NA,NA,NA,NA
16,17,0.05209,635463.960446824,782744.429571106,644671.728424055,776175.356980683,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,3457000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,635463.960446824,782744.429571106,639204.397139015,780922.174122074,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,3457000,NA,NA,NA,NA,NA,NA,NA,NA
17,2,0.0326304535500016,644671.728424055,776175.356980683,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,3457000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,644671.728424055,776175.356980683,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,3457000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,639204.397139015,780922.174122074,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,3457000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,639204.397139015,780922.174122074,655752.761176385,769119.207004635,0.03071,0.0082,2020.23186271585,2020.25437271585,3457000,NA,Liège,NA,4730,NA,Liège,NA,4730
19,20,0.00244,655752.761176385,769119.207004635,659601.080467933,766054.562122662,0.03315,0.03071,2020.25437271585,2020.25681271585,3457000,Liège,Liège,4730,4720,Liège,Liège,4730,4720
19,21,0.00273,655752.761176385,769119.207004635,659964.031145731,767800.061781534,0.03344,0.03071,2020.25437271585,2020.25710271585,3457000,Liège,NA,4730,4721,Liège,NA,4730,4721
20,5,0.0000184535500016361,659601.080467933,766054.562122662,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,659601.080467933,766054.562122662,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,659964.031145731,767800.061781534,659601.080467933,766054.562122662,0.03588,0.03344,2020.25710271585,2020.25954271585,3457000,NA,Liège,4721,4720,NA,Liège,4721,4720
21,7,0.00246045355000164,659964.031145731,767800.061781534,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,3457000,NA,NA,4721,4721,NA,NA,4721,4721
22,8,0.0000204535500016381,659601.080467933,766054.562122662,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,3457000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,659601.080467933,766054.562122662,644597.694688725,778660.016218067,0.06867,0.03588,2020.25954271585,2020.29233271585,3457000,Liège,Liège,4720,4700,Liège,Liège,4720,4700
23,9,0.0000174535500016421,644597.694688725,778660.016218067,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,3457000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644597.694688725,778660.016218067,647028.764485695,763526.329282677,0.08031,0.06867,2020.29233271585,2020.30397271585,3457000,Liège,Liège,4700,4837,Liège,Liège,4700,4837
24,25,0.00231000000000001,647028.764485695,763526.329282677,657847.710589654,766284.695775129,0.08262,0.08031,2020.30397271585,2020.30628271585,3457000,Liège,Liège,4837,4720,Liège,Liège,4837,4720
24,10,0.00477045355000164,647028.764485695,763526.329282677,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,3457000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
25,26,0.00244,657847.710589654,766284.695775129,659601.080467933,766054.562122662,0.08506,0.08262,2020.30628271585,2020.30872271585,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
25,27,0.00244,657847.710589654,766284.695775129,659601.080467933,766054.562122662,0.08506,0.08262,2020.30628271585,2020.30872271585,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,12,0.0000204535500016451,659601.080467933,766054.562122662,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,659601.080467933,766054.562122662,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3457000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,659601.080467933,766054.562122662,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,659601.080467933,766054.562122662,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,3457000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,638328.287043612,770871.721335153,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,3457000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638328.287043612,770871.721335153,643821.397835862,760792.70635095,0.00849,0,2020.16391242623,2020.17240242623,3457000,Liège,Liège,4837,4834,Liège,Liège,4837,4834
37,38,0.00244,643821.397835862,760792.70635095,644304.191758275,760201.119922724,0.01093,0.00849,2020.17240242623,2020.17484242623,3457000,Liège,Liège,4834,4830,Liège,Liège,4834,4830
37,39,0.01337,643821.397835862,760792.70635095,650319.443624645,745107.781933191,0.02186,0.00849,2020.17240242623,2020.18577242623,3457000,Liège,Liège,4834,4632,Liège,Liège,4834,4632
38,29,0.00275289617003015,644304.191758275,760201.119922724,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,3457000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
