node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633168.039485071,783977.318365286,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,7966000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633168.039485071,783977.318365286,633209.536875516,783864.583527291,0.000359999999999999,0,2020.22366271585,2020.22402271585,7966000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
16,17,0.05209,633209.536875516,783864.583527291,642307.275019819,777379.230851161,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,7966000,Liège,Liège,4750,4700,Liège,Liège,4750,4700
16,18,0.00784,633209.536875516,783864.583527291,648937.505602523,779567.588465936,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,7966000,Liège,NA,4750,NA,Liège,NA,4750,NA
17,2,0.0326304535500016,642307.275019819,777379.230851161,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,7966000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,642307.275019819,777379.230851161,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,7966000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,648937.505602523,779567.588465936,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,7966000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,648937.505602523,779567.588465936,661212.995045434,765710.652741857,0.03071,0.0082,2020.23186271585,2020.25437271585,7966000,NA,Liège,NA,4851,NA,Liège,NA,4851
19,20,0.00244,661212.995045434,765710.652741857,657296.049288034,765231.207902722,0.03315,0.03071,2020.25437271585,2020.25681271585,7966000,Liège,Liège,4851,4720,Liège,Liège,4851,4720
19,21,0.00273,661212.995045434,765710.652741857,662391.737181432,764583.739303765,0.03344,0.03071,2020.25437271585,2020.25710271585,7966000,Liège,NA,4851,NA,Liège,NA,4851,NA
20,5,0.0000184535500016361,657296.049288034,765231.207902722,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,7966000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,657296.049288034,765231.207902722,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,7966000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,662391.737181432,764583.739303765,657296.049288034,765231.207902722,0.03588,0.03344,2020.25710271585,2020.25954271585,7966000,NA,Liège,NA,4720,NA,Liège,NA,4720
21,7,0.00246045355000164,662391.737181432,764583.739303765,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,7966000,NA,NA,NA,4721,NA,NA,NA,4721
22,8,0.0000204535500016381,657296.049288034,765231.207902722,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,7966000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,657296.049288034,765231.207902722,658794.280012844,764084.404426927,0.06867,0.03588,2020.25954271585,2020.29233271585,7966000,Liège,Liège,4720,4850,Liège,Liège,4720,4850
23,9,0.0000174535500016421,658794.280012844,764084.404426927,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,7966000,Liège,Liège,4850,4700,Liège,Liège,4850,4700
23,24,0.01164,658794.280012844,764084.404426927,656863.653266854,765705.98772436,0.08031,0.06867,2020.29233271585,2020.30397271585,7966000,Liège,Liège,4850,4721,Liège,Liège,4850,4721
24,25,0.00231000000000001,656863.653266854,765705.98772436,656889.157920772,766188.119947005,0.08262,0.08031,2020.30397271585,2020.30628271585,7966000,Liège,Liège,4721,4728,Liège,Liège,4721,4728
24,10,0.00477045355000164,656863.653266854,765705.98772436,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,7966000,Liège,Liège,4721,4837,Liège,Liège,4721,4837
25,26,0.00244,656889.157920772,766188.119947005,657296.049288034,765231.207902722,0.08506,0.08262,2020.30628271585,2020.30872271585,7966000,Liège,Liège,4728,4720,Liège,Liège,4728,4720
25,27,0.00244,656889.157920772,766188.119947005,657296.049288034,765231.207902722,0.08506,0.08262,2020.30628271585,2020.30872271585,7966000,Liège,Liège,4728,4720,Liège,Liège,4728,4720
26,12,0.0000204535500016451,657296.049288034,765231.207902722,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7966000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,657296.049288034,765231.207902722,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7966000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,657296.049288034,765231.207902722,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7966000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,657296.049288034,765231.207902722,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,7966000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,638351.658650286,770791.074341528,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,7966000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638351.658650286,770791.074341528,644162.400803318,758842.421173938,0.00849,0,2020.16391242623,2020.17240242623,7966000,Liège,Liège,4837,4801,Liège,Liège,4837,4801
37,38,0.00244,644162.400803318,758842.421173938,644370.409645742,759998.82043601,0.01093,0.00849,2020.17240242623,2020.17484242623,7966000,Liège,Liège,4801,4830,Liège,Liège,4801,4830
37,39,0.01337,644162.400803318,758842.421173938,650673.116957636,744117.630456696,0.02186,0.00849,2020.17240242623,2020.18577242623,7966000,Liège,Liège,4801,4671,Liège,Liège,4801,4671
38,29,0.00275289617003015,644370.409645742,759998.82043601,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,7966000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
38,30,0.0000208961700301491,644370.409645742,759998.82043601,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,7966000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
39,31,0.0000198961700301342,650673.116957636,744117.630456696,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,7966000,Liège,Liège,4671,4671,Liège,Liège,4671,4671
39,40,0.01122,650673.116957636,744117.630456696,648509.430715824,746284.3660531,0.03308,0.02186,2020.18577242623,2020.19699242623,7966000,Liège,Liège,4671,4633,Liège,Liège,4671,4633
40,41,0.00244,648509.430715824,746284.3660531,644370.409645742,759998.82043601,0.03552,0.03308,2020.19699242623,2020.19943242623,7966000,Liège,Liège,4633,4830,Liège,Liège,4633,4830
