node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,628800.462961459,789322.465518808,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,1081000,Liège,Liège,4761,4750,Liège,Liège,4761,4750
15,16,0.000359999999999999,628800.462961459,789322.465518808,628272.247904215,789252.965980605,0.000359999999999999,0,2020.22366271585,2020.22402271585,1081000,Liège,Liège,4761,4761,Liège,Liège,4761,4761
16,17,0.05209,628272.247904215,789252.965980605,643297.227995979,776416.175763068,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,1081000,Liège,Liège,4761,4700,Liège,Liège,4761,4700
16,18,0.00784,628272.247904215,789252.965980605,645942.448452517,776563.478086977,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,1081000,Liège,Liège,4761,4700,Liège,Liège,4761,4700
17,2,0.0326304535500016,643297.227995979,776416.175763068,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,1081000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,643297.227995979,776416.175763068,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,1081000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,645942.448452517,776563.478086977,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,1081000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,19,0.02251,645942.448452517,776563.478086977,660012.335093808,767111.143400546,0.03071,0.0082,2020.23186271585,2020.25437271585,1081000,Liège,NA,4700,4721,Liège,NA,4700,4721
19,20,0.00244,660012.335093808,767111.143400546,659776.93810696,765860.483021504,0.03315,0.03071,2020.25437271585,2020.25681271585,1081000,NA,Liège,4721,4851,NA,Liège,4721,4851
19,21,0.00273,660012.335093808,767111.143400546,661180.718564682,767824.746970112,0.03344,0.03071,2020.25437271585,2020.25710271585,1081000,NA,NA,4721,NA,NA,NA,4721,NA
20,5,0.0000184535500016361,659776.93810696,765860.483021504,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,1081000,Liège,Liège,4851,4720,Liège,Liège,4851,4720
20,6,0.0000184535500016361,659776.93810696,765860.483021504,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,1081000,Liège,Liège,4851,4720,Liège,Liège,4851,4720
21,22,0.00244,661180.718564682,767824.746970112,659776.93810696,765860.483021504,0.03588,0.03344,2020.25710271585,2020.25954271585,1081000,NA,Liège,NA,4851,NA,Liège,NA,4851
21,7,0.00246045355000164,661180.718564682,767824.746970112,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,1081000,NA,NA,NA,4721,NA,NA,NA,4721
22,8,0.0000204535500016381,659776.93810696,765860.483021504,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,1081000,Liège,Liège,4851,4760,Liège,Liège,4851,4760
22,23,0.03279,659776.93810696,765860.483021504,644827.338845833,778729.982339028,0.06867,0.03588,2020.25954271585,2020.29233271585,1081000,Liège,Liège,4851,4700,Liège,Liège,4851,4700
23,9,0.0000174535500016421,644827.338845833,778729.982339028,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,1081000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644827.338845833,778729.982339028,655139.128701313,767175.849767611,0.08031,0.06867,2020.29233271585,2020.30397271585,1081000,Liège,Liège,4700,4711,Liège,Liège,4700,4711
24,25,0.00231000000000001,655139.128701313,767175.849767611,657228.65583211,765947.662785225,0.08262,0.08031,2020.30397271585,2020.30628271585,1081000,Liège,Liège,4711,4720,Liège,Liège,4711,4720
24,10,0.00477045355000164,655139.128701313,767175.849767611,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,1081000,Liège,Liège,4711,4837,Liège,Liège,4711,4837
25,26,0.00244,657228.65583211,765947.662785225,659776.93810696,765860.483021504,0.08506,0.08262,2020.30628271585,2020.30872271585,1081000,Liège,Liège,4720,4851,Liège,Liège,4720,4851
25,27,0.00244,657228.65583211,765947.662785225,659776.93810696,765860.483021504,0.08506,0.08262,2020.30628271585,2020.30872271585,1081000,Liège,Liège,4720,4851,Liège,Liège,4720,4851
26,12,0.0000204535500016451,659776.93810696,765860.483021504,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,1081000,Liège,Liège,4851,4720,Liège,Liège,4851,4720
26,11,0.0000204535500016451,659776.93810696,765860.483021504,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,1081000,Liège,Liège,4851,4760,Liège,Liège,4851,4760
27,13,0.0000204535500016451,659776.93810696,765860.483021504,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,1081000,Liège,Liège,4851,4720,Liège,Liège,4851,4720
27,14,0.0000204535500016451,659776.93810696,765860.483021504,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,1081000,Liège,Liège,4851,4720,Liège,Liège,4851,4720
36,28,0.0000219999999999942,638062.455308076,772598.987084528,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,1081000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638062.455308076,772598.987084528,656590.974319338,749090.21282624,0.00849,0,2020.16391242623,2020.17240242623,1081000,Liège,Liège,4837,4608,Liège,Liège,4837,4608
37,38,0.00244,656590.974319338,749090.21282624,644854.955063819,759784.520675051,0.01093,0.00849,2020.17240242623,2020.17484242623,1081000,Liège,Liège,4608,4830,Liège,Liège,4608,4830
37,39,0.01337,656590.974319338,749090.21282624,650415.6754613,743805.573011377,0.02186,0.00849,2020.17240242623,2020.18577242623,1081000,Liège,Liège,4608,4630,Liège,Liège,4608,4630
38,29,0.00275289617003015,644854.955063819,759784.520675051,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,1081000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
38,30,0.0000208961700301491,644854.955063819,759784.520675051,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,1081000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
39,31,0.0000198961700301342,650415.6754613,743805.573011377,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,1081000,Liège,Liège,4630,4671,Liège,Liège,4630,4671
39,40,0.01122,650415.6754613,743805.573011377,661845.319769045,753610.985732771,0.03308,0.02186,2020.18577242623,2020.19699242623,1081000,Liège,Limburg,4630,3790,Liège,Limburg,4630,3790
40,41,0.00244,661845.319769045,753610.985732771,644854.955063819,759784.520675051,0.03552,0.03308,2020.19699242623,2020.19943242623,1081000,Limburg,Liège,3790,4830,Limburg,Liège,3790,4830
40,42,0.00832,661845.319769045,753610.985732771,612128.597164544,784081.736991626,0.0414,0.03308,2020.19699242623,2020.20531242623,1081000,Limburg,Liège,3790,4770,Limburg,Liège,3790,4770
41,33,0.0000208961700301491,644854.955063819,759784.520675051,661283.761418774,754693.907387243,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,1081000,Liège,Limburg,4830,3793,Liège,Limburg,4830,3793
41,32,0.0000208961700301491,644854.955063819,759784.520675051,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,1081000,Liège,Liège,4830,4837,Liège,Liège,4830,4837
42,34,0.00233689617003014,612128.597164544,784081.736991626,611789.585609064,781623.756248252,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,1081000,Liège,Liège,4770,4770,Liège,Liège,4770,4770
42,35,0.0597148961700301,612128.597164544,784081.736991626,650002.13291104,732988.073192809,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,1081000,Liège,Liège,4770,4430,Liège,Liège,4770,4430
47,48,0.00244,613514.217626501,779993.581771095,661264.314677672,754712.280820596,0.00244,0,2020.19699255191,2020.19943255191,1081000,Liège,Limburg,4770,3793,Liège,Limburg,4770,3793
