node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633483.667189302,783898.017599094,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,8074000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633483.667189302,783898.017599094,637910.236764153,780969.600666895,0.000359999999999999,0,2020.22366271585,2020.22402271585,8074000,Liège,NA,4750,NA,Liège,NA,4750,NA
16,17,0.05209,637910.236764153,780969.600666895,644532.216778558,775460.610554954,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,8074000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,637910.236764153,780969.600666895,645198.751913142,779570.788155058,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,8074000,NA,Liège,NA,4700,NA,Liège,NA,4700
17,2,0.0326304535500016,644532.216778558,775460.610554954,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,8074000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,644532.216778558,775460.610554954,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,8074000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,645198.751913142,779570.788155058,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,8074000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,19,0.02251,645198.751913142,779570.788155058,656218.453658204,765400.880371864,0.03071,0.0082,2020.23186271585,2020.25437271585,8074000,Liège,Liège,4700,4721,Liège,Liège,4700,4721
19,20,0.00244,656218.453658204,765400.880371864,657146.154351158,765211.833756293,0.03315,0.03071,2020.25437271585,2020.25681271585,8074000,Liège,Liège,4721,4720,Liège,Liège,4721,4720
19,21,0.00273,656218.453658204,765400.880371864,659176.641778412,767399.090942263,0.03344,0.03071,2020.25437271585,2020.25710271585,8074000,Liège,NA,4721,4721,Liège,NA,4721,4721
20,5,0.0000184535500016361,657146.154351158,765211.833756293,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,657146.154351158,765211.833756293,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,659176.641778412,767399.090942263,657146.154351158,765211.833756293,0.03588,0.03344,2020.25710271585,2020.25954271585,8074000,NA,Liège,4721,4720,NA,Liège,4721,4720
21,7,0.00246045355000164,659176.641778412,767399.090942263,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,8074000,NA,NA,4721,4721,NA,NA,4721,4721
22,8,0.0000204535500016381,657146.154351158,765211.833756293,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,8074000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,657146.154351158,765211.833756293,644792.371561357,778848.65120537,0.06867,0.03588,2020.25954271585,2020.29233271585,8074000,Liège,Liège,4720,4700,Liège,Liège,4720,4700
23,9,0.0000174535500016421,644792.371561357,778848.65120537,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,8074000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644792.371561357,778848.65120537,652918.546309402,768130.372550902,0.08031,0.06867,2020.29233271585,2020.30397271585,8074000,Liège,Liège,4700,4711,Liège,Liège,4700,4711
24,25,0.00231000000000001,652918.546309402,768130.372550902,657046.408656173,765377.550073989,0.08262,0.08031,2020.30397271585,2020.30628271585,8074000,Liège,Liège,4711,4720,Liège,Liège,4711,4720
24,10,0.00477045355000164,652918.546309402,768130.372550902,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,8074000,Liège,Liège,4711,4837,Liège,Liège,4711,4837
25,26,0.00244,657046.408656173,765377.550073989,657146.154351158,765211.833756293,0.08506,0.08262,2020.30628271585,2020.30872271585,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
25,27,0.00244,657046.408656173,765377.550073989,657146.154351158,765211.833756293,0.08506,0.08262,2020.30628271585,2020.30872271585,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,12,0.0000204535500016451,657146.154351158,765211.833756293,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,657146.154351158,765211.833756293,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8074000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,657146.154351158,765211.833756293,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,657146.154351158,765211.833756293,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8074000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,638406.706490384,770668.415522733,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,8074000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638406.706490384,770668.415522733,641497.141114203,765467.891922944,0.00849,0,2020.16391242623,2020.17240242623,8074000,Liège,Liège,4837,4845,Liège,Liège,4837,4845
