node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,633390.825497632,783644.449327481,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,5851000,Liège,Liège,4750,4750,Liège,Liège,4750,4750
15,16,0.000359999999999999,633390.825497632,783644.449327481,635085.826580937,782815.922224026,0.000359999999999999,0,2020.22366271585,2020.22402271585,5851000,Liège,NA,4750,NA,Liège,NA,4750,NA
16,17,0.05209,635085.826580937,782815.922224026,641516.501199113,777826.107379322,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,5851000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,635085.826580937,782815.922224026,634820.884151673,781985.483833718,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,5851000,NA,NA,NA,NA,NA,NA,NA,NA
17,2,0.0326304535500016,641516.501199113,777826.107379322,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,5851000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,641516.501199113,777826.107379322,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,5851000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,634820.884151673,781985.483833718,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,5851000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,634820.884151673,781985.483833718,657695.712849341,765060.80046455,0.03071,0.0082,2020.23186271585,2020.25437271585,5851000,NA,Liège,NA,4850,NA,Liège,NA,4850
19,20,0.00244,657695.712849341,765060.80046455,656975.726982707,765356.555919356,0.03315,0.03071,2020.25437271585,2020.25681271585,5851000,Liège,Liège,4850,4720,Liège,Liège,4850,4720
19,21,0.00273,657695.712849341,765060.80046455,660090.133591268,767703.546533027,0.03344,0.03071,2020.25437271585,2020.25710271585,5851000,Liège,NA,4850,4721,Liège,NA,4850,4721
20,5,0.0000184535500016361,656975.726982707,765356.555919356,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5851000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,656975.726982707,765356.555919356,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,5851000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,660090.133591268,767703.546533027,656975.726982707,765356.555919356,0.03588,0.03344,2020.25710271585,2020.25954271585,5851000,NA,Liège,4721,4720,NA,Liège,4721,4720
21,7,0.00246045355000164,660090.133591268,767703.546533027,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,5851000,NA,NA,4721,4721,NA,NA,4721,4721
22,8,0.0000204535500016381,656975.726982707,765356.555919356,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,5851000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,656975.726982707,765356.555919356,644858.933614036,778619.876272276,0.06867,0.03588,2020.25954271585,2020.29233271585,5851000,Liège,Liège,4720,4700,Liège,Liège,4720,4700
23,9,0.0000174535500016421,644858.933614036,778619.876272276,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,5851000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644858.933614036,778619.876272276,658293.756706466,764411.61924764,0.08031,0.06867,2020.29233271585,2020.30397271585,5851000,Liège,Liège,4700,4850,Liège,Liège,4700,4850
24,25,0.00231000000000001,658293.756706466,764411.61924764,658258.759221051,764790.534817852,0.08262,0.08031,2020.30397271585,2020.30628271585,5851000,Liège,Liège,4850,4850,Liège,Liège,4850,4850
24,10,0.00477045355000164,658293.756706466,764411.61924764,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,5851000,Liège,Liège,4850,4837,Liège,Liège,4850,4837
25,26,0.00244,658258.759221051,764790.534817852,656975.726982707,765356.555919356,0.08506,0.08262,2020.30628271585,2020.30872271585,5851000,Liège,Liège,4850,4720,Liège,Liège,4850,4720
25,27,0.00244,658258.759221051,764790.534817852,656975.726982707,765356.555919356,0.08506,0.08262,2020.30628271585,2020.30872271585,5851000,Liège,Liège,4850,4720,Liège,Liège,4850,4720
26,12,0.0000204535500016451,656975.726982707,765356.555919356,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5851000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,656975.726982707,765356.555919356,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5851000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,656975.726982707,765356.555919356,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5851000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,656975.726982707,765356.555919356,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,5851000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,638356.854929812,770621.426134122,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,5851000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638356.854929812,770621.426134122,643753.401005505,760531.412401204,0.00849,0,2020.16391242623,2020.17240242623,5851000,Liège,Liège,4837,4830,Liège,Liège,4837,4830
37,38,0.00244,643753.401005505,760531.412401204,644386.295863092,759943.495268992,0.01093,0.00849,2020.17240242623,2020.17484242623,5851000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
37,39,0.01337,643753.401005505,760531.412401204,650685.421268958,744172.68716169,0.02186,0.00849,2020.17240242623,2020.18577242623,5851000,Liège,Liège,4830,4671,Liège,Liège,4830,4671
38,29,0.00275289617003015,644386.295863092,759943.495268992,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,5851000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
38,30,0.0000208961700301491,644386.295863092,759943.495268992,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,5851000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
39,31,0.0000198961700301342,650685.421268958,744172.68716169,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,5851000,Liège,Liège,4671,4671,Liège,Liège,4671,4671
39,40,0.01122,650685.421268958,744172.68716169,653350.346905772,742485.699267655,0.03308,0.02186,2020.18577242623,2020.19699242623,5851000,Liège,Liège,4671,4602,Liège,Liège,4671,4602
40,41,0.00244,653350.346905772,742485.699267655,644386.295863092,759943.495268992,0.03552,0.03308,2020.19699242623,2020.19943242623,5851000,Liège,Liège,4602,4830,Liège,Liège,4602,4830
40,42,0.00832,653350.346905772,742485.699267655,674617.364704582,682214.207576138,0.0414,0.03308,2020.19699242623,2020.20531242623,5851000,Liège,VlaamsBrabant,4602,3210,Liège,VlaamsBrabant,4602,3210
41,33,0.0000208961700301491,644386.295863092,759943.495268992,661283.761418774,754693.907387243,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,5851000,Liège,Limburg,4830,3793,Liège,Limburg,4830,3793
41,32,0.0000208961700301491,644386.295863092,759943.495268992,643303.267765298,771679.734280998,0.0355408961700301,0.03552,2020.19943242623,2020.1994533224,5851000,Liège,Liège,4830,4837,Liège,Liège,4830,4837
42,34,0.00233689617003014,674617.364704582,682214.207576138,611789.585609064,781623.756248252,0.0437368961700301,0.0414,2020.20531242623,2020.2076493224,5851000,VlaamsBrabant,Liège,3210,4770,VlaamsBrabant,Liège,3210,4770
42,35,0.0597148961700301,674617.364704582,682214.207576138,650002.13291104,732988.073192809,0.10111489617003,0.0414,2020.20531242623,2020.2650273224,5851000,VlaamsBrabant,Liège,3210,4430,VlaamsBrabant,Liège,3210,4430
47,48,0.00244,643409.440472052,771504.864082685,643306.130411854,771516.333497705,0.00244,0,2020.19699255191,2020.19943255191,5851000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
