node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune,startProvince,endProvince,startCommune,endCommune
15,1,0.000381000000000006,638352.29536138,782963.246702924,633594.635219964,783592.583915909,0.000381000000000006,0,2020.22366271585,2020.22404371585,8470000,NA,Liège,NA,4750,NA,Liège,NA,4750
15,16,0.000359999999999999,638352.29536138,782963.246702924,640481.894545596,782656.388162958,0.000359999999999999,0,2020.22366271585,2020.22402271585,8470000,NA,NA,NA,NA,NA,NA,NA,NA
16,17,0.05209,640481.894545596,782656.388162958,644589.557177675,774697.197487834,0.05245,0.000359999999999999,2020.22402271585,2020.27611271585,8470000,NA,Liège,NA,4700,NA,Liège,NA,4700
16,18,0.00784,640481.894545596,782656.388162958,650116.120944902,781647.125081192,0.0082,0.000359999999999999,2020.22402271585,2020.23186271585,8470000,NA,NA,NA,NA,NA,NA,NA,NA
17,2,0.0326304535500016,644589.557177675,774697.197487834,642004.279437344,776063.346164795,0.0850804535500016,0.05245,2020.27611271585,2020.3087431694,8470000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
17,3,0.0162374535500016,644589.557177675,774697.197487834,643955.040848366,776959.006924124,0.0686874535500016,0.05245,2020.27611271585,2020.2923501694,8470000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
18,4,0.0768804535500016,650116.120944902,781647.125081192,645727.449992765,783006.262035757,0.0850804535500016,0.0082,2020.23186271585,2020.3087431694,8470000,NA,Liège,NA,4700,NA,Liège,NA,4700
18,19,0.02251,650116.120944902,781647.125081192,659599.949353297,768085.711464198,0.03071,0.0082,2020.23186271585,2020.25437271585,8470000,NA,NA,NA,NA,NA,NA,NA,NA
19,20,0.00244,659599.949353297,768085.711464198,659713.241717473,766061.334734873,0.03315,0.03071,2020.25437271585,2020.25681271585,8470000,NA,Liège,NA,4720,NA,Liège,NA,4720
19,21,0.00273,659599.949353297,768085.711464198,661496.216449329,767683.59382636,0.03344,0.03071,2020.25437271585,2020.25710271585,8470000,NA,NA,NA,NA,NA,NA,NA,NA
20,5,0.0000184535500016361,659713.241717473,766061.334734873,657012.79581117,765314.036763368,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8470000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
20,6,0.0000184535500016361,659713.241717473,766061.334734873,659721.667105112,766007.327830952,0.0331684535500016,0.03315,2020.25681271585,2020.2568311694,8470000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
21,22,0.00244,661496.216449329,767683.59382636,659713.241717473,766061.334734873,0.03588,0.03344,2020.25710271585,2020.25954271585,8470000,NA,Liège,NA,4720,NA,Liège,NA,4720
21,7,0.00246045355000164,661496.216449329,767683.59382636,659898.132876325,767912.368129012,0.0359004535500016,0.03344,2020.25710271585,2020.2595631694,8470000,NA,NA,NA,4721,NA,NA,NA,4721
22,8,0.0000204535500016381,659713.241717473,766061.334734873,621391.079976291,788523.748538198,0.0359004535500016,0.03588,2020.25954271585,2020.2595631694,8470000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
22,23,0.03279,659713.241717473,766061.334734873,644858.535795385,778460.123201483,0.06867,0.03588,2020.25954271585,2020.29233271585,8470000,Liège,Liège,4720,4700,Liège,Liège,4720,4700
23,9,0.0000174535500016421,644858.535795385,778460.123201483,644602.295578747,778648.891159856,0.0686874535500016,0.06867,2020.29233271585,2020.2923501694,8470000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
23,24,0.01164,644858.535795385,778460.123201483,648615.008823854,771035.161714065,0.08031,0.06867,2020.29233271585,2020.30397271585,8470000,Liège,Liège,4700,4700,Liège,Liège,4700,4700
24,25,0.00231000000000001,648615.008823854,771035.161714065,655958.120860231,767202.40164531,0.08262,0.08031,2020.30397271585,2020.30628271585,8470000,Liège,Liège,4700,4728,Liège,Liège,4700,4728
24,10,0.00477045355000164,648615.008823854,771035.161714065,646907.942200398,762960.499727477,0.0850804535500016,0.08031,2020.30397271585,2020.3087431694,8470000,Liège,Liège,4700,4837,Liège,Liège,4700,4837
25,26,0.00244,655958.120860231,767202.40164531,659713.241717473,766061.334734873,0.08506,0.08262,2020.30628271585,2020.30872271585,8470000,Liège,Liège,4728,4720,Liège,Liège,4728,4720
25,27,0.00244,655958.120860231,767202.40164531,659713.241717473,766061.334734873,0.08506,0.08262,2020.30628271585,2020.30872271585,8470000,Liège,Liège,4728,4720,Liège,Liège,4728,4720
26,12,0.0000204535500016451,659713.241717473,766061.334734873,656864.291915067,765324.685370526,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8470000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
26,11,0.0000204535500016451,659713.241717473,766061.334734873,616567.188939974,790410.616604529,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8470000,Liège,Liège,4720,4760,Liège,Liège,4720,4760
27,13,0.0000204535500016451,659713.241717473,766061.334734873,658631.237906772,765994.897038398,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8470000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
27,14,0.0000204535500016451,659713.241717473,766061.334734873,658531.374114447,765757.544950512,0.0850804535500016,0.08506,2020.30872271585,2020.3087431694,8470000,Liège,Liège,4720,4720,Liège,Liège,4720,4720
36,28,0.0000219999999999942,638182.659274222,771080.696904009,638342.365206904,770787.908618678,0.0000219999999999942,0,2020.16391242623,2020.16393442623,8470000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
36,37,0.00849,638182.659274222,771080.696904009,640273.436543785,768161.90854057,0.00849,0,2020.16391242623,2020.17240242623,8470000,Liège,Liège,4837,4837,Liège,Liège,4837,4837
37,38,0.00244,640273.436543785,768161.90854057,644214.092349886,760191.420728367,0.01093,0.00849,2020.17240242623,2020.17484242623,8470000,Liège,Liège,4837,4830,Liège,Liège,4837,4830
37,39,0.01337,640273.436543785,768161.90854057,640402.075842045,763420.710610512,0.02186,0.00849,2020.17240242623,2020.18577242623,8470000,Liège,Liège,4837,4845,Liège,Liège,4837,4845
38,29,0.00275289617003015,644214.092349886,760191.420728367,653499.721368531,760313.572091665,0.0136828961700301,0.01093,2020.17484242623,2020.1775953224,8470000,Liège,Liège,4830,4841,Liège,Liège,4830,4841
38,30,0.0000208961700301491,644214.092349886,760191.420728367,644328.116767948,760083.212471651,0.0109508961700301,0.01093,2020.17484242623,2020.1748633224,8470000,Liège,Liège,4830,4830,Liège,Liège,4830,4830
39,31,0.0000198961700301342,640402.075842045,763420.710610512,650777.196483673,743982.01764556,0.0218798961700301,0.02186,2020.18577242623,2020.1857923224,8470000,Liège,Liège,4845,4671,Liège,Liège,4845,4671
39,40,0.01122,640402.075842045,763420.710610512,643168.050636919,770172.792646617,0.03308,0.02186,2020.18577242623,2020.19699242623,8470000,Liège,Liège,4845,4837,Liège,Liège,4845,4837
